property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,total_capacity,bedrooms_per_accommodates,bathrooms_per_accommodates,review_activity_ratio,host_experience_days,days_since_last_review,review_scores_consistency,booking_pressure,description_length,amenities_count
Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,within an hour,100%,,2.0,2.0,40.72253241185986,-74.20905120416333,t,29,59,89,90,2,2,2,5.0,5.0,5.0,5.0,2.0,125.0,18.0,0.4285714285714285,0.1428571428571428,0.0072463768115942,-320.0,-363.0,0.0,275,535,29
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,f,1.0,1.0,48.86011,2.36749,t,6,36,66,341,32,0,0,4.78,4.63,5.0,4.53,0.99,140.0,2.0,0.3333333333333333,0.3333333333333333,0.0395999999999999,3504.0,205.0,0.2043689474129243,24,326,44
Room in hotel,Private room,6,1.0,2.0,3.0,,,t,5.0,5.0,35.571881545269214,23.766039843677937,t,29,59,89,340,5,5,0,4.6,4.8,4.6,4.8,0.89,110.0,18.0,0.2857142857142857,0.1428571428571428,0.0342307692307692,75.0,-231.0,0.1154700538379252,25,555,15
Entire home,Entire home/apt,6,2.0,3.0,4.0,within a few hours,100%,f,1.0,2.0,36.69498,14.97831,t,0,0,0,115,8,1,0,4.88,4.88,4.75,4.88,0.1,56.0,24.0,0.4285714285714285,0.2857142857142857,0.0003984063745019,3128.0,-153.0,0.0649999999999999,250,380,56
Entire rental unit,Entire home/apt,8,2.0,3.0,3.0,within an hour,100%,t,35.0,38.0,41.39750422094097,2.1695431967089385,t,27,56,81,316,167,1,0,4.65,4.81,4.87,4.57,1.18,225.0,24.0,0.3333333333333333,0.2222222222222222,0.0236,4969.0,-204.0,0.1389244398944978,49,390,29
Entire condo,Entire home/apt,6,1.0,3.0,4.0,within an hour,100%,,109.0,119.0,37.965992,23.72448,t,12,22,52,286,377,47,0,4.78,4.74,4.94,4.81,4.19,122.0,24.0,0.4285714285714285,0.1428571428571428,0.052375,3183.0,-329.0,0.086554414483992,79,226,32
Entire condo,Entire home/apt,4,1.0,2.0,3.0,,,t,2.0,2.0,40.02365,4.17837,t,29,59,89,358,7,7,0,4.86,4.57,4.71,4.86,1.14,200.0,12.0,0.4,0.2,0.1425,-34.0,-252.0,0.1392838827718412,7,433,53
Room in aparthotel,Private room,3,1.0,1.0,2.0,within an hour,100%,f,53.0,54.0,40.9521607,17.2950888,t,0,0,0,0,25,17,2,4.96,4.88,4.96,4.88,1.57,112.0,6.0,0.25,0.25,0.0042896174863387,2712.0,-343.0,0.0461880215351701,365,515,26
Entire home,Entire home/apt,5,1.0,3.0,4.0,,,f,1.0,1.0,-38.19226,144.7081,t,6,11,11,252,0,0,0,,,,,,365.0,20.0,0.5,0.1666666666666666,,3072.0,,,113,486,53
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,,13.0,13.0,48.13805319999999,11.5613486,t,15,45,49,56,35,26,1,4.49,4.91,4.6,4.43,2.02,126.0,2.0,0.3333333333333333,0.3333333333333333,0.006516129032258,177.0,-337.0,0.2136000936329384,309,190,24
Entire guest suite,Entire home/apt,4,1.0,1.0,3.0,within an hour,100%,t,5.0,5.0,45.95739,-66.63595,t,1,31,61,326,158,68,1,4.94,4.92,4.98,4.9,4.46,140.0,12.0,0.2,0.2,0.1115,3575.0,-335.0,0.0341565025531987,39,478,46
Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,within a day,100%,f,1.0,1.0,42.3663930545713,-71.0504110928428,t,0,0,12,287,0,0,0,,,,,,214.0,2.0,0.6666666666666666,0.3333333333333333,,2166.0,,,78,153,9
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,within an hour,100%,f,1.0,2.0,36.07213,14.25429,t,12,42,72,237,47,13,0,4.85,4.7,4.68,4.77,0.69,90.0,12.0,0.4,0.4,0.0053488372093023,2016.0,-322.0,0.0770281333886088,128,354,34
Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,within an hour,100%,f,196.0,219.0,48.88600680416582,2.3393085153749618,t,2,20,42,119,15,15,4,4.87,4.93,4.87,4.67,3.98,346.0,18.0,0.4285714285714285,0.1428571428571428,0.0161133603238866,747.0,-342.0,0.1135781669160054,246,469,26
Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,within an hour,96%,f,108.0,114.0,48.86354,2.34537,t,10,34,64,320,4,4,0,3.5,4.25,5.0,3.75,1.56,501.0,18.0,0.4285714285714285,0.3571428571428571,0.0339130434782608,2254.0,-281.0,0.6614378277661477,45,415,51
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,55.0,76.0,45.7537774,4.8499726,t,0,0,0,0,48,22,3,4.9,4.92,4.73,4.69,1.66,102.0,2.0,0.3333333333333333,0.3333333333333333,0.004535519125683,1189.0,-429.0,0.116904519445001,365,395,38
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,14.0,15.0,38.75723,-9.14176,t,3,16,16,205,45,45,0,4.82,4.76,4.78,4.76,3.99,65.0,2.0,0.3333333333333333,0.3333333333333333,0.0247826086956521,-35.0,-397.0,0.0282842712474621,160,499,53
Entire guesthouse,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,t,3.0,3.0,-42.72496,147.21684,t,0,0,0,79,70,3,0,4.93,4.93,4.83,4.76,1.14,175.0,4.0,0.2,0.2,0.00397212543554,3991.0,-371.0,0.0830160627027484,286,473,59
Entire condo,Entire home/apt,2,1.0,0.0,1.0,within an hour,97%,f,2987.0,3498.0,40.75208551703424,-73.9717392852429,t,16,28,49,323,0,0,0,,,,,,329.0,2.0,0.0,0.3333333333333333,,706.0,,,42,525,40
Entire home,Entire home/apt,5,1.0,2.0,3.0,,,f,1.0,1.0,35.21978,24.53146,t,29,59,89,269,1,1,0,3.0,4.0,4.0,2.0,0.12,62.0,15.0,0.3333333333333333,0.1666666666666666,0.0012371134020618,-83.0,-115.0,0.957427107756338,96,495,9
Private room in condo,Private room,2,2.0,3.0,3.0,within an hour,100%,f,3.0,3.0,1.3279977991164742,103.91432438131696,t,8,38,68,343,0,0,0,,,,,,76.0,6.0,1.0,0.6666666666666666,,-218.0,,,22,500,31
Private room in rental unit,Private room,1,3.0,1.0,1.0,within an hour,100%,f,1.0,1.0,41.39391126510876,2.125862203538418,t,24,54,84,359,2,2,0,3.0,4.5,5.0,3.0,0.42,86.0,1.0,0.5,1.5,0.06,-153.0,-297.0,1.0307764064044151,6,303,4
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within a few hours,100%,t,2.0,3.0,48.8593976,2.2978355,t,0,27,57,332,6,5,0,5.0,5.0,5.0,4.83,0.37,155.0,8.0,0.2,0.2,0.0108823529411764,228.0,-277.0,0.0849999999999999,33,481,36
Entire home,Entire home/apt,8,3.0,4.0,5.0,within an hour,100%,t,2.0,4.0,30.28792,-97.66994,t,19,43,67,289,77,29,1,4.97,4.99,4.68,4.88,2.6,298.0,40.0,0.4444444444444444,0.3333333333333333,0.0337662337662337,3483.0,-412.0,0.1416568624058386,76,500,66
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,f,10.0,10.0,40.42369,-3.67475,t,8,38,68,310,99,36,1,4.69,4.59,4.89,4.59,2.58,140.0,4.0,0.2,0.2,0.0460714285714285,761.0,-415.0,0.1414213562373094,55,507,33
Entire rental unit,Entire home/apt,7,2.0,3.0,7.0,within an hour,100%,f,14.0,14.0,41.156261,-8.619551,t,14,20,26,208,17,15,0,4.41,4.53,4.29,4.41,1.16,103.0,49.0,0.375,0.25,0.0073417721518987,2406.0,-321.0,0.0979795897113272,157,458,36
Entire home,Entire home/apt,4,1.0,1.0,2.0,within a day,90%,f,3.0,3.0,51.54451,-0.04669,t,25,55,85,264,8,8,1,4.88,4.88,4.75,4.88,0.68,210.0,8.0,0.2,0.2,0.0066666666666666,898.0,-326.0,0.0649999999999999,101,542,58
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,within a day,80%,t,1.0,1.0,51.463121499118174,-0.2071625665036731,t,17,47,77,257,9,9,0,4.78,4.33,4.89,4.67,1.18,201.0,8.0,0.4,0.4,0.0108256880733944,1989.0,-257.0,0.2422636305074837,108,493,43
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a few hours,100%,f,279.0,321.0,22.28703,114.15072,t,29,59,89,364,0,0,0,,,,,,160.0,2.0,0.3333333333333333,0.3333333333333333,,2814.0,,,1,444,8
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,,,f,1.0,6.0,-33.87455,151.22334,t,30,60,90,91,270,0,0,4.57,4.48,4.77,4.53,2.18,450.0,3.0,0.25,0.25,0.0079272727272727,3752.0,-40.0,0.1271154331044552,274,255,27
Entire condo,Entire home/apt,6,2.0,2.0,4.0,within an hour,100%,f,1.0,1.0,51.45951182747859,-0.2156463192288996,t,30,60,90,338,0,0,0,,,,,,223.0,24.0,0.2857142857142857,0.2857142857142857,,-294.0,,,27,484,38
Private room in home,Private room,8,2.0,4.0,4.0,within an hour,100%,f,1.0,2.0,53.30037903283173,-7.448979338147176,t,30,60,90,364,5,5,2,3.6,3.6,4.0,3.8,2.59,63.0,32.0,0.4444444444444444,0.2222222222222222,1.295,-269.0,-327.0,0.1914854215512675,1,259,14
Private room in condo,Private room,2,2.0,1.0,1.0,within an hour,100%,f,1.0,1.0,51.9113475,4.450168200000001,t,15,38,66,340,8,8,0,4.88,4.63,4.63,4.88,2.53,56.0,2.0,0.3333333333333333,0.6666666666666666,0.0973076923076923,-208.0,-321.0,0.1443375672974064,25,482,23
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,,,f,3.0,3.0,41.37729,2.1629,t,21,51,77,100,196,32,1,4.45,4.54,4.82,4.36,1.34,220.0,8.0,0.4,0.2,0.0050375939849624,2533.0,-414.0,0.1990602923739438,265,513,23
Entire condo,Entire home/apt,6,2.0,2.0,3.0,within an hour,100%,t,21.0,35.0,20.70886,-156.44332,t,8,27,45,320,2,2,1,4.5,5.0,5.0,4.5,0.21,267.0,18.0,0.2857142857142857,0.2857142857142857,0.0045652173913043,2323.0,-419.0,0.2886751345948128,45,245,36
Entire villa,Entire home/apt,4,3.0,2.0,2.0,within an hour,100%,t,33.0,36.0,21.87729,-159.46559,t,22,26,37,186,3,2,0,5.0,5.0,5.0,5.0,0.04,746.0,8.0,0.4,0.6,0.0002222222222222,2917.0,-313.0,0.0,179,412,36
Entire home,Entire home/apt,6,2.0,3.0,4.0,within an hour,100%,f,3.0,3.0,37.01649,15.29706,t,28,58,88,363,2,2,0,5.0,5.0,5.0,5.0,0.87,156.0,24.0,0.4285714285714285,0.2857142857142857,0.29,2383.0,-324.0,0.0,2,497,47
Entire home,Entire home/apt,2,1.0,1.0,1.0,,,f,1.0,1.0,32.73086,-117.09506,t,29,59,89,364,2,0,0,5.0,5.0,5.0,5.0,0.06,205.0,2.0,0.3333333333333333,0.3333333333333333,0.03,2928.0,679.0,0.0,1,384,18
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,t,292.0,351.0,20.95956,-156.68377,t,2,8,29,98,4,4,1,4.5,4.75,4.75,4.25,0.63,150.0,8.0,0.2,0.2,0.0023507462686567,3512.0,-419.0,0.2393567769390845,267,178,54
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,t,2.0,2.0,39.95277,-82.99263,t,24,53,80,164,149,84,1,4.95,4.96,4.88,4.94,7.91,110.0,2.0,0.3333333333333333,0.3333333333333333,0.0391584158415841,458.0,-348.0,0.0359397644214131,201,489,49
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a day,57%,f,1.0,1.0,52.50504,13.44633,t,6,21,21,21,35,0,0,4.83,4.83,4.91,4.77,0.48,53.0,2.0,0.3333333333333333,0.3333333333333333,0.001391304347826,1845.0,44.0,0.0574456264653805,344,235,40
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,99%,f,83.0,88.0,-22.96241,-43.17198,t,14,44,66,148,0,0,0,,,,,,969.0,8.0,0.2,0.2,,3587.0,,,217,426,21
Entire rental unit,Entire home/apt,2,1.0,0.0,0.0,within an hour,100%,f,1.0,1.0,53.36728894300597,-6.3030543920654365,t,19,41,50,307,40,40,1,4.68,4.63,4.68,4.43,3.53,103.0,0.0,0.0,0.3333333333333333,0.0598305084745762,3312.0,-419.0,0.1190238071423808,58,373,24
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,f,4.0,4.0,38.01903,12.88619,t,30,60,90,359,6,0,0,5.0,4.83,4.83,4.67,0.18,85.0,18.0,0.2857142857142857,0.1428571428571428,0.0257142857142857,2471.0,109.0,0.1347528602046477,6,477,52
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,f,1.0,1.0,48.85808163880653,2.2799416564599464,,23,53,83,173,0,0,0,,,,,,400.0,2.0,0.3333333333333333,0.3333333333333333,,135.0,,,192,86,2
Entire condo,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,f,2.0,9.0,44.84051,-0.55197,t,7,37,67,342,4,0,0,4.5,4.75,4.75,4.5,0.05,40.0,4.0,0.3333333333333333,0.3333333333333333,0.0020833333333333,3129.0,1969.0,0.1443375672974064,23,499,19
Entire condo,Entire home/apt,6,2.0,2.0,3.0,,,f,3.0,4.0,25.98979,-80.11713,t,2,8,9,199,1,0,0,5.0,5.0,5.0,5.0,0.01,250.0,18.0,0.2857142857142857,0.2857142857142857,5.988023952095808e-05,2403.0,1710.0,0.0,166,25,15
Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,within a few hours,83%,f,1928.0,7605.0,36.24015226099197,-115.0842510933801,t,28,58,88,363,0,0,0,,,,,,78.0,4.0,0.4,0.4,,1685.0,,,2,254,32
Hut,Entire home/apt,4,0.5,1.0,1.0,within an hour,100%,t,28.0,29.0,-41.25523,148.30313,t,16,42,72,340,196,6,1,4.83,4.81,4.9,4.73,1.76,159.0,4.0,0.2,0.1,0.0676923076923076,2195.0,-400.0,0.0699404508611909,25,322,30
Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,4.0,4.0,45.82298,10.07992,t,0,0,0,15,2,0,0,4.5,4.5,5.0,5.0,0.03,39.0,2.0,0.3333333333333333,0.3333333333333333,8.547008547008547e-05,3387.0,1444.0,0.2886751345948128,350,511,11
Private room in rental unit,Private room,2,2.0,3.0,2.0,,,f,1.0,1.0,40.66778,-73.76275,t,29,59,89,179,0,0,0,,,,,,135.0,4.0,1.0,0.6666666666666666,,-349.0,,,186,578,41
Room in hotel,Private room,1,1.0,1.0,1.0,within an hour,100%,t,4.0,4.0,41.38943,2.12724,t,0,0,0,0,9,0,0,4.78,4.67,4.89,4.56,0.27,126.0,1.0,0.5,0.5,0.0007377049180327,1162.0,-52.0,0.1420093893609386,365,251,7
Private room in home,Private room,1,0.5,1.0,1.0,,,f,1.0,1.0,51.46091301118036,-0.2005443659325218,t,21,21,35,35,0,0,0,,,,,,52.0,1.0,0.5,0.25,,1810.0,,,330,311,5
Entire home,Entire home/apt,8,1.5,4.0,5.0,within an hour,100%,t,1.0,1.0,-30.73367,121.4616,t,29,56,82,351,9,9,0,4.89,4.89,5.0,4.89,0.74,900.0,40.0,0.4444444444444444,0.1666666666666666,0.0493333333333333,21.0,-243.0,0.0550000000000001,14,173,52
Private room in bed and breakfast,Private room,4,1.0,1.0,2.0,,,f,4.0,5.0,38.12411,13.3624,t,29,59,89,348,0,0,0,,,,,,198.0,8.0,0.2,0.2,,3345.0,,,17,154,30
Entire home,Entire home/apt,5,1.0,3.0,3.0,within an hour,100%,f,4.0,6.0,44.9388262,-93.2936576,t,0,15,45,320,13,3,0,4.92,4.85,4.92,4.92,0.69,122.0,15.0,0.5,0.1666666666666666,0.015,2304.0,-263.0,0.0350000000000001,45,600,47
Tiny home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,t,6.0,10.0,19.59465,-155.97073,t,29,59,89,269,65,12,4,4.88,4.91,4.92,4.72,1.37,136.0,2.0,0.3333333333333333,0.3333333333333333,0.0141237113402061,3500.0,-429.0,0.0932291084729801,96,450,37
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a few hours,100%,t,1.0,1.0,48.83959,2.34557,t,19,49,79,318,11,2,0,5.0,4.36,4.91,4.18,0.22,95.0,2.0,0.3333333333333333,0.3333333333333333,0.0045833333333333,1475.0,-172.0,0.403928624057931,47,304,20
Private room in rental unit,Private room,2,1.0,1.0,1.0,,,f,1.0,1.0,53.35014,-6.24233,t,0,0,0,112,2,2,0,5.0,5.0,5.0,5.0,0.61,99.0,2.0,0.3333333333333333,0.3333333333333333,0.0024015748031496,-296.0,-368.0,0.0,253,485,5
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,t,2.0,2.0,53.25619,-9.16364,t,11,35,54,244,662,119,13,4.99,4.99,4.94,4.96,9.76,80.0,2.0,0.3333333333333333,0.3333333333333333,0.08,1691.0,-342.0,0.0244948974278317,121,478,56
Room in hotel,Private room,4,1.0,1.0,2.0,within an hour,100%,f,14.0,14.0,21.290335039264864,-157.83868033544312,t,20,43,73,304,30,30,1,4.67,4.63,4.9,4.5,2.51,108.0,8.0,0.2,0.2,0.0404838709677419,325.0,-415.0,0.1666333299993333,61,506,37
Private room in bed and breakfast,Private room,4,1.0,1.0,2.0,,,f,1.0,1.0,44.8516,-0.57712,t,24,51,81,253,0,0,0,,,,,,204.0,8.0,0.2,0.2,,5.0,,,112,200,8
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,within an hour,99%,t,23.0,28.0,21.28629,-157.83165,t,6,28,43,313,91,28,4,4.7,4.82,4.76,4.62,2.44,120.0,2.0,0.0,0.3333333333333333,0.0460377358490566,3067.0,-419.0,0.0854400374531753,52,222,60
Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,within an hour,100%,t,21.0,22.0,55.94903,-3.18756,t,27,49,74,344,1,1,1,5.0,5.0,5.0,5.0,1.0,119.0,3.0,0.25,0.25,0.0454545454545454,4612.0,-419.0,0.0,21,341,39
Entire guesthouse,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,t,2.0,2.0,-17.96299,122.226,t,0,0,0,213,10,7,0,4.9,4.7,4.1,4.6,0.61,280.0,8.0,0.4,0.2,0.0039869281045751,448.0,-250.0,0.3403429642777026,152,493,12
Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,f,453.0,995.0,38.0763126591578,12.6836528911829,t,28,58,88,363,1,0,0,4.0,4.0,4.0,4.0,0.06,99.0,6.0,0.25,0.25,0.02,538.0,133.0,0.0,2,487,25
Entire rental unit,Entire home/apt,8,2.0,3.0,9.0,within an hour,100%,t,69.0,75.0,-37.8234787,144.9636999,t,30,34,34,34,12,5,1,4.92,4.83,5.0,4.58,0.38,556.0,72.0,0.3333333333333333,0.2222222222222222,0.001144578313253,3692.0,-406.0,0.1820942979154847,331,242,36
Entire rental unit,Entire home/apt,6,1.0,3.0,4.0,within an hour,100%,t,2.0,2.0,39.42291858096437,-0.3367117137996414,t,24,38,38,38,1,1,0,5.0,5.0,5.0,4.0,0.15,119.0,24.0,0.4285714285714285,0.1428571428571428,0.0004573170731707,216.0,-243.0,0.5,327,478,49
Entire rental unit,Entire home/apt,7,2.0,3.0,5.0,within an hour,100%,f,1.0,4.0,40.42674,-3.65911,t,0,0,2,58,0,0,0,,,,,,73.0,35.0,0.375,0.25,,2721.0,,,307,157,25
Entire guesthouse,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,t,9.0,13.0,34.04601,-118.35753,t,18,19,40,304,81,29,2,4.96,4.89,4.96,4.9,2.44,150.0,6.0,0.25,0.25,0.0393548387096774,4555.0,-424.0,0.0377491721763537,61,363,53
Entire condo,Entire home/apt,6,2.0,2.0,4.0,within an hour,100%,t,91.0,100.0,36.10831,-115.16207,t,21,45,71,276,18,16,2,4.94,4.78,4.83,4.89,1.26,240.0,24.0,0.2857142857142857,0.2857142857142857,0.014,2631.0,-427.0,0.0697614984548544,89,495,55
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,90%,t,2.0,3.0,43.73717163607881,-79.23661895728088,t,1,28,57,57,414,23,0,4.86,4.9,4.88,4.84,5.75,72.0,2.0,0.3333333333333333,0.3333333333333333,0.0186084142394822,1740.0,-258.0,0.0258198889747162,308,42,47
Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,,,f,1.0,1.0,52.37196,4.84775,t,27,57,87,177,44,0,0,4.68,4.86,4.72,4.26,0.48,690.0,6.0,0.5,0.25,0.0025396825396825,2892.0,582.0,0.2584569596664018,188,332,52
Entire bungalow,Entire home/apt,2,1.0,0.0,1.0,within an hour,100%,t,1.0,4.0,-28.64101,153.55933,t,9,12,18,96,758,108,10,4.92,4.94,4.94,4.9,7.21,90.0,2.0,0.0,0.3333333333333333,0.0267037037037037,2735.0,-427.0,0.0191485421551268,269,505,7
Entire condo,Entire home/apt,2,2.0,2.0,2.0,within a few hours,92%,t,9.0,19.0,36.14224,-115.26067,t,1,31,43,210,3,3,0,5.0,5.0,5.0,5.0,0.4,61.0,4.0,0.6666666666666666,0.6666666666666666,0.0025641025641025,2986.0,-361.0,0.0,155,478,40
Entire home,Entire home/apt,5,2.0,2.0,3.0,within an hour,100%,t,1.0,1.0,35.513866,24.007627,t,30,60,90,278,46,8,0,4.96,4.98,4.96,4.93,1.08,200.0,15.0,0.3333333333333333,0.3333333333333333,0.0122727272727272,929.0,-261.0,0.0206155281280885,87,102,47
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,f,1.0,1.0,-26.67081,153.10726,t,23,53,83,87,1,1,0,5.0,5.0,5.0,5.0,0.1,305.0,2.0,0.3333333333333333,0.3333333333333333,0.0003584229390681,2756.0,-108.0,0.0,278,303,18
Entire rental unit,Entire home/apt,6,1.5,2.0,4.0,within an hour,100%,t,10.0,11.0,40.421,-3.7058,t,12,29,51,76,107,46,1,4.81,4.83,4.93,4.73,3.5,169.0,24.0,0.2857142857142857,0.2142857142857142,0.0120689655172413,2717.0,-413.0,0.0822597511950201,289,465,40
Entire townhouse,Entire home/apt,8,2.5,3.0,4.0,within an hour,100%,t,1.0,1.0,38.89774,-76.99907,t,3,13,28,230,195,28,2,4.94,4.89,4.96,4.9,2.25,372.0,32.0,0.3333333333333333,0.2777777777777778,0.0165441176470588,2173.0,-436.0,0.0330403793359984,135,1000,41
Entire home,Entire home/apt,4,1.0,2.0,2.0,within a day,100%,f,1.0,1.0,30.25312,-97.76029,t,24,54,84,173,21,8,0,5.0,4.76,4.95,4.76,0.69,258.0,8.0,0.4,0.2,0.0035751295336787,1113.0,-315.0,0.1257974562540914,192,547,24
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,t,12.0,13.0,26.13077,-80.10321,t,7,25,43,130,326,61,3,4.81,4.82,4.96,4.83,4.48,159.0,4.0,0.2,0.2,0.0189830508474576,2288.0,-343.0,0.0704745817062199,235,267,31
Private room in guesthouse,Private room,2,1.0,1.0,1.0,within an hour,100%,f,6.0,8.0,38.7581152,-9.2530879,t,12,25,55,330,24,15,0,4.5,4.5,4.33,4.29,1.16,30.0,2.0,0.3333333333333333,0.3333333333333333,0.0322222222222222,570.0,-384.0,0.1109053650640941,35,511,29
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,within a day,57%,f,2.0,2.0,48.84629,2.29401,t,19,39,47,47,15,1,1,5.0,4.93,4.93,4.67,0.15,64.0,4.0,0.3333333333333333,0.3333333333333333,0.0004702194357366,3230.0,-319.0,0.1454590434910574,318,458,15
Private room in rental unit,Private room,1,1.0,1.0,1.0,,,f,1.0,2.0,40.80073,-73.96262,t,30,60,90,365,14,0,0,4.71,4.29,4.93,4.71,0.46,86.0,1.0,0.5,0.5,0.46,2256.0,76.0,0.2675817632051929,0,321,55
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,,109.0,123.0,41.15235,-8.61102,t,30,46,71,346,262,28,1,4.66,4.59,4.92,4.65,2.94,39.0,4.0,0.3333333333333333,0.3333333333333333,0.147,2626.0,-421.0,0.1466287829861517,19,536,39
Entire serviced apartment,Entire home/apt,4,1.0,0.0,2.0,within an hour,100%,t,52.0,52.0,36.126656,-86.778519,t,24,54,84,359,150,21,0,4.91,4.92,4.85,4.82,2.37,83.0,8.0,0.0,0.2,0.3385714285714286,3020.0,-391.0,0.0479583152331271,6,517,54
Entire home,Entire home/apt,5,1.0,2.0,2.0,within an hour,100%,t,11.0,15.0,45.54421,-122.54487,t,2,32,62,337,12,1,0,5.0,4.58,4.83,4.83,0.11,157.0,10.0,0.3333333333333333,0.1666666666666666,0.0037931034482758,4648.0,-91.0,0.1730125236314797,28,431,42
Entire rental unit,Entire home/apt,3,1.5,2.0,3.0,within an hour,100%,t,1.0,1.0,48.84165939179356,2.35124085098505,t,0,26,56,236,18,18,1,4.83,4.78,4.89,4.5,2.12,196.0,9.0,0.5,0.375,0.0163076923076923,3257.0,-332.0,0.1726267650163206,129,401,39
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,t,1.0,1.0,33.93227,-118.31743,t,25,55,80,235,166,30,0,4.95,4.97,4.81,4.87,2.66,115.0,2.0,0.3333333333333333,0.3333333333333333,0.0203053435114503,2022.0,-352.0,0.0739369100427295,130,468,56
Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,,,f,1.0,1.0,39.97018540067903,18.030907887310786,t,0,0,0,118,5,3,0,5.0,5.0,5.0,5.0,0.29,72.0,10.0,0.3333333333333333,0.1666666666666666,0.0011693548387096,176.0,-235.0,0.0,247,425,45
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,t,1.0,2.0,37.739501953125,-122.42790222167967,t,7,14,23,259,363,67,5,4.9,4.89,4.9,4.82,4.98,90.0,2.0,0.3333333333333333,0.3333333333333333,0.0465420560747663,3390.0,-413.0,0.0386221007541881,106,436,43
Entire home,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,f,1.0,1.0,32.6780070806602,-96.7516221794335,t,21,48,78,78,2,2,2,4.5,5.0,4.0,5.0,2.0,220.0,8.0,0.4,0.2,0.0069444444444444,-256.0,-420.0,0.478713553878169,287,409,37
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,f,58.0,62.0,45.47331237792969,9.228768348693848,t,22,36,54,131,18,7,0,4.44,4.72,4.56,4.39,0.51,68.0,2.0,0.3333333333333333,0.3333333333333333,0.0021702127659574,960.0,-389.0,0.14682756326158,234,458,32
Private room in condo,Private room,2,1.0,1.0,1.0,within a day,100%,t,2.0,4.0,35.91425323486328,14.468161582946776,t,28,58,88,268,31,1,0,4.87,4.42,4.58,4.74,0.24,53.0,2.0,0.3333333333333333,0.3333333333333333,0.0024489795918367,4771.0,-151.0,0.1951708653120816,97,468,47
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,f,76.0,127.0,39.45581,-0.37021,t,18,48,74,307,2,2,1,4.5,5.0,5.0,5.0,0.28,86.0,8.0,0.2,0.2,0.0047457627118644,2397.0,-411.0,0.25,58,494,33
Private room in rental unit,Private room,2,2.0,1.0,1.0,within an hour,100%,t,40.0,60.0,38.73904,-9.13398,t,8,28,49,305,67,0,0,4.66,4.7,4.75,4.65,0.65,48.0,2.0,0.3333333333333333,0.6666666666666666,0.010655737704918,2742.0,-7.0,0.0454606056566194,60,519,57
