property_type,room_type,accommodates,bathrooms,bedrooms,beds,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,latitude,longitude,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,beds_per_bedroom,amenities_count,host_tenure_days,description_len,availability_30_ratio,days_since_last_review
Entire rental unit,Entire home/apt,5,3.0,2.0,5.0,within an hour,100%,0.0,30.0,31.0,53.29333,-6.68229,1.0,26,56,86,361,0,0,0,,,,,,160.0,2.5,12,1437.0,59,0.8666666666666667,
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,1.0,1.0,19.4345615,-99.1484204,1.0,20,50,80,169,9,9,0,4.56,5.0,4.56,4.67,1.84,891.0,1.0,27,228.0,431,0.6666666666666666,109.0
Entire villa,Entire home/apt,6,1.5,2.0,3.0,within an hour,100%,1.0,1.0,1.0,38.73399,-9.40738,1.0,30,54,54,54,78,6,0,4.86,4.96,4.79,4.78,0.98,124.0,1.5,45,3281.0,483,1.0,79.0
Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,within an hour,100%,0.0,9.0,12.0,35.949956028198706,14.419846882562414,1.0,22,52,82,239,12,11,0,4.25,4.0,4.33,4.33,0.88,35.0,1.5,14,2320.0,225,0.7333333333333333,144.0
Entire home,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,,5.0,6.0,48.48564,-123.34082,1.0,0,0,13,75,254,55,0,4.93,4.93,4.88,4.9,3.63,190.0,1.0,61,3220.0,515,0.0,197.0
Entire home,Entire home/apt,5,2.0,3.0,3.0,within a few hours,100%,1.0,8.0,8.0,37.36036,26.56562,1.0,0,0,20,275,2,1,0,5.0,5.0,5.0,5.0,0.07,350.0,1.0,10,4433.0,0,0.0,264.0
Private room in townhouse,Private room,2,1.0,1.0,1.0,,,0.0,7.0,7.0,55.93411960462558,-3.1728042775065903,1.0,29,59,89,364,0,0,0,,,,,,232.0,1.0,32,3540.0,100,0.9666666666666668,
Entire villa,Entire home/apt,10,3.0,5.0,6.0,within an hour,100%,1.0,164.0,290.0,35.36502,25.01867,1.0,3,3,31,306,0,0,0,,,,,,834.0,1.2,26,4177.0,345,0.1,
Entire condo,Entire home/apt,1,1.0,1.0,0.0,within an hour,100%,1.0,2.0,2.0,48.2120416151672,16.334299332124296,1.0,30,60,90,365,0,0,0,,,,,,50.0,0.0,5,1233.0,128,1.0,
Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,,,,175.0,176.0,48.8913121,2.3485651,1.0,12,42,72,270,26,26,3,4.46,4.62,4.15,4.31,3.48,186.0,1.3333333333333333,32,675.0,314,0.4,110.0
Private room in guesthouse,Private room,4,2.0,1.0,3.0,within an hour,100%,0.0,3.0,3.0,51.81752564146556,-8.488922895214841,1.0,5,35,65,155,63,36,2,4.57,4.54,4.44,4.33,3.28,80.0,3.0,8,689.0,458,0.1666666666666666,109.0
Tiny home,Entire home/apt,6,1.0,2.0,2.0,within an hour,99%,1.0,14.0,17.0,34.04096,-117.93199,1.0,5,26,56,330,30,24,4,4.9,4.9,5.0,4.87,1.92,84.0,1.0,49,586.0,472,0.1666666666666666,16.0
Entire home,Entire home/apt,7,3.0,3.0,0.0,within an hour,100%,1.0,4.0,4.0,40.857611,14.251633,1.0,0,0,0,0,0,0,0,,,,,,250.0,0.0,5,1065.0,402,0.0,
Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,within an hour,99%,1.0,12.0,12.0,36.10956,-115.17742,1.0,9,19,36,36,361,62,4,4.89,4.86,4.94,4.86,5.93,209.0,,40,2762.0,514,0.3,13.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a day,75%,0.0,7.0,7.0,51.05378,3.70561,1.0,0,3,24,299,32,8,0,4.56,4.69,4.38,4.5,0.66,92.0,1.0,35,4348.0,0,0.0,173.0
Entire home,Entire home/apt,9,3.0,4.0,5.0,,,0.0,1.0,1.0,41.40182,-71.48508,1.0,0,0,0,67,20,4,0,4.95,4.75,4.95,4.9,0.31,325.0,1.25,30,2074.0,530,0.0,202.0
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,within an hour,99%,1.0,96.0,254.0,45.43545,12.34335,1.0,7,19,25,241,134,77,2,4.9,4.91,4.93,4.8,5.08,352.0,1.5,39,4475.0,500,0.2333333333333333,22.0
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,within a day,100%,0.0,1.0,1.0,51.51668,-0.19194,1.0,1,1,10,10,52,12,0,4.75,4.73,4.94,4.69,0.48,250.0,1.5,20,3410.0,250,0.0333333333333333,135.0
Room in hotel,Private room,2,1.0,1.0,1.0,within an hour,98%,1.0,6.0,6.0,38.90811,-77.03299,1.0,14,34,59,245,70,70,9,4.89,4.96,4.94,4.79,7.24,217.0,1.0,25,360.0,490,0.4666666666666667,5.0
Entire rental unit,Entire home/apt,4,1.0,3.0,3.0,within a day,100%,0.0,2.0,4.0,51.4415,-0.15039,1.0,5,5,5,279,7,2,0,4.43,4.43,5.0,4.29,0.35,192.0,1.0,12,2399.0,487,0.1666666666666666,342.0
Private room in home,Private room,1,1.0,1.0,1.0,within an hour,100%,1.0,6.0,10.0,29.959,-90.06351,1.0,15,41,71,346,15,15,3,5.0,4.93,5.0,4.93,1.3,126.0,1.0,44,361.0,603,0.5,17.0
Private room in bed and breakfast,Private room,4,1.5,2.0,3.0,,,0.0,1.0,4.0,40.69252,17.36019,1.0,0,0,0,9,14,0,0,4.93,4.93,4.86,4.93,0.26,400.0,1.5,64,4256.0,520,0.0,564.0
Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,within an hour,100%,0.0,55.0,56.0,35.93517,14.41321,1.0,9,39,69,344,1,1,0,5.0,5.0,5.0,5.0,0.65,97.0,1.5,10,384.0,54,0.3,124.0
Private room in home,Private room,2,2.0,1.0,1.0,within an hour,91%,1.0,5.0,38.0,51.61407,-0.2562,1.0,22,22,22,272,14,5,0,4.71,4.79,4.71,4.64,0.55,52.0,1.0,32,3554.0,448,0.7333333333333333,181.0
Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,a few days or more,0%,0.0,1.0,1.0,41.3975782,2.1790972,1.0,29,59,89,356,0,0,0,,,,,,243.0,1.0,32,1038.0,679,0.9666666666666668,
Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,0.0,1.0,1.0,37.51276168931661,15.087359324097632,1.0,24,54,84,172,1,1,1,5.0,5.0,5.0,5.0,1.0,62.0,1.0,15,3863.0,51,0.8,81.0
Cycladic home,Entire home/apt,2,1.0,1.0,2.0,,,0.0,1.0,1.0,37.56181,25.19043,1.0,0,0,0,21,18,4,0,5.0,4.94,4.83,4.83,0.18,108.0,2.0,36,3888.0,148,0.0,195.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,within a few hours,99%,0.0,841.0,853.0,40.45966288241296,-3.6976031380323273,1.0,4,15,45,285,0,0,0,,,,,,107.0,1.5,35,1757.0,294,0.1333333333333333,
Private room in home,Private room,2,1.0,1.0,1.0,a few days or more,0%,0.0,1.0,1.0,40.3987509,-3.6960427,1.0,23,53,83,263,0,0,0,,,,,,51.0,1.0,7,490.0,189,0.7666666666666667,
Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,within an hour,100%,1.0,4.0,6.0,44.96319,-93.26021,1.0,6,18,40,115,201,110,6,4.88,4.81,4.5,4.85,2.07,80.0,,51,4258.0,441,0.2,13.0
Entire home,Entire home/apt,6,2.5,3.0,3.0,within an hour,100%,0.0,1.0,6.0,36.14099,-115.02833,1.0,27,57,82,82,12,1,0,4.75,4.75,4.67,4.67,0.13,509.0,1.0,44,3286.0,382,0.9,298.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within a few hours,99%,0.0,431.0,574.0,36.10634,-115.16275,1.0,27,52,79,79,21,18,0,4.86,4.86,4.86,4.81,0.79,146.0,2.0,42,1598.0,296,0.9,40.0
Entire rental unit,Entire home/apt,2,2.0,1.0,1.0,within an hour,100%,1.0,1.0,1.0,-23.0072534,-43.3205562,1.0,0,17,36,126,6,4,0,5.0,4.83,4.67,4.67,0.43,598.0,1.0,57,3182.0,530,0.0,116.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a day,67%,0.0,1.0,1.0,51.4807765,-0.1328496,1.0,18,47,77,257,1,1,1,5.0,4.0,5.0,5.0,1.0,110.0,1.0,30,2772.0,448,0.6,102.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,1.0,1.0,1.0,45.43227552898104,12.350978435581968,1.0,10,18,22,135,83,73,5,4.88,4.94,4.98,4.81,6.23,180.0,2.0,39,968.0,109,0.3333333333333333,17.0
Entire rental unit,Entire home/apt,6,1.0,0.0,4.0,within an hour,100%,1.0,5.0,5.0,-41.11347,146.06996,1.0,6,27,55,301,23,0,0,4.91,5.0,4.96,4.87,0.26,200.0,,14,3075.0,493,0.2,383.0
Entire serviced apartment,Entire home/apt,4,1.0,1.0,1.0,within an hour,100%,0.0,1.0,2.0,36.106064,-115.166779,1.0,5,16,24,75,167,67,6,4.9,4.91,4.94,4.85,4.66,106.0,1.0,21,4361.0,550,0.1666666666666666,3.0
Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,within an hour,100%,1.0,6.0,20.0,26.14676,-80.13818,1.0,23,38,59,59,26,26,1,5.0,4.96,4.81,4.77,2.14,240.0,1.0,57,4147.0,472,0.7666666666666667,105.0
Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,within an hour,100%,0.0,1.0,1.0,48.84277,2.3397,1.0,21,51,81,356,3,3,0,5.0,5.0,5.0,4.67,0.37,199.0,1.5,31,436.0,497,0.7,297.0
Entire home,Entire home/apt,10,3.0,3.0,6.0,within an hour,100%,0.0,4.0,6.0,37.34254939130758,-121.95346413157604,1.0,22,50,79,248,11,9,1,4.73,4.0,4.91,4.45,0.89,239.0,2.0,58,3184.0,558,0.7333333333333333,103.0
Entire home,Entire home/apt,12,5.0,5.0,6.0,within an hour,100%,0.0,1.0,1.0,53.99536713077213,-7.396204769611359,1.0,8,35,65,294,4,4,1,5.0,5.0,5.0,5.0,2.22,600.0,1.2,38,187.0,503,0.2666666666666666,103.0
Entire home,Entire home/apt,6,3.0,3.0,3.0,within an hour,99%,0.0,23.0,38.0,51.4872616790031,0.051787039579567,1.0,23,51,81,102,0,0,0,,,,,,189.0,1.0,10,1327.0,377,0.7666666666666667,
Private room in home,Private room,2,1.0,1.0,1.0,within an hour,100%,1.0,2.0,2.0,55.19259,-7.82339,1.0,29,59,89,89,75,10,1,4.95,4.99,4.96,4.88,0.62,73.0,1.0,8,3765.0,518,0.9666666666666668,102.0
Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,1.0,1.0,2.0,45.48774,9.19266,1.0,16,25,42,87,6,6,3,4.5,4.67,4.83,4.83,1.86,89.0,1.5,35,2672.0,444,0.5333333333333333,18.0
Private room in home,Private room,2,1.0,0.0,1.0,,,1.0,3.0,3.0,43.78696,-79.1815,1.0,0,0,30,120,40,40,0,4.85,4.83,4.95,4.88,3.75,75.0,,23,366.0,381,0.0,196.0
Entire home,Entire home/apt,6,1.0,2.0,3.0,within a few hours,100%,0.0,2.0,2.0,47.6985424,-122.3938987,1.0,30,60,90,364,0,0,0,,,,,,180.0,1.5,12,3496.0,493,1.0,
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,,,1.0,5.0,5.0,40.66443,17.67293,1.0,0,0,0,172,13,1,0,4.85,4.77,4.54,4.62,0.17,80.0,1.0,17,4999.0,293,0.0,216.0
Entire rental unit,Entire home/apt,4,3.0,2.0,2.0,,,0.0,1.0,1.0,52.36993413586456,4.873403528129411,1.0,29,59,89,364,0,0,0,,,,,,585.0,1.0,5,662.0,145,0.9666666666666668,
Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,,,0.0,1.0,1.0,37.83322,15.26905,1.0,0,0,0,69,0,0,0,,,,,,132.0,2.0,47,186.0,412,0.0,
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,4.0,6.0,19.59098,-155.96856,1.0,5,22,50,229,202,63,5,4.97,4.96,4.98,4.93,3.13,134.0,1.0,50,4033.0,509,0.1666666666666666,13.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within a day,100%,0.0,1.0,1.0,48.85641751902105,2.3170227062268496,1.0,4,6,32,32,0,0,0,,,,,,156.0,1.0,16,2841.0,53,0.1333333333333333,
Entire home,Entire home/apt,6,1.0,3.0,3.0,within an hour,100%,0.0,30.0,56.0,41.4958089,-71.2819224,1.0,0,0,0,99,66,30,0,4.73,4.71,4.82,4.55,2.24,228.0,1.0,34,3714.0,497,0.0,193.0
Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,within a day,100%,0.0,1.0,1.0,51.5172,-0.05719,,3,3,3,163,0,0,0,,,,,,72.0,1.0,47,528.0,0,0.1,
Entire rental unit,Entire home/apt,5,1.5,2.0,3.0,a few days or more,0%,0.0,1.0,1.0,48.8837,2.35394,1.0,24,24,24,33,1,0,0,5.0,5.0,4.0,4.0,0.07,190.0,1.5,37,1779.0,482,0.8,549.0
Entire condo,Entire home/apt,5,1.0,1.0,2.0,within an hour,100%,1.0,1.0,1.0,40.72376,-74.04344,1.0,22,52,82,172,16,10,1,5.0,4.81,4.94,4.81,0.77,285.0,2.0,59,3995.0,509,0.7333333333333333,86.0
Cycladic home,Entire home/apt,4,1.0,1.0,2.0,,,0.0,1.0,1.0,37.13102,24.5084,1.0,0,0,0,264,19,8,0,4.95,4.79,4.95,4.79,0.65,90.0,2.0,49,3138.0,372,0.0,189.0
Entire rental unit,Entire home/apt,16,4.0,6.0,9.0,within an hour,100%,1.0,25.0,26.0,-33.85732,151.20239,1.0,8,26,50,293,34,21,0,4.94,4.91,4.94,4.76,0.56,804.0,1.5,66,1906.0,420,0.2666666666666666,61.0
Private room in rental unit,Private room,2,1.0,1.0,1.0,within a few hours,100%,1.0,1.0,1.0,55.97872,-3.21236,1.0,29,41,45,45,317,43,0,4.74,4.29,4.86,4.72,2.46,60.0,1.0,24,3908.0,500,0.9666666666666668,94.0
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,1.0,3.0,13.69107,100.60993,1.0,0,6,36,311,47,8,0,4.91,4.89,4.74,4.74,0.42,800.0,1.0,21,3514.0,229,0.0,131.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,1.0,3.0,3.0,47.66549440000001,-122.3048061,1.0,2,2,23,291,27,27,1,4.93,4.93,4.78,4.85,4.11,101.0,2.0,38,3922.0,443,0.0666666666666666,99.0
Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,72.0,101.0,-33.88184,151.16802,1.0,23,53,80,330,173,25,3,4.85,4.95,4.83,4.71,1.83,312.0,1.0,39,4110.0,466,0.7666666666666667,23.0
Private room in condo,Private room,2,1.0,1.0,1.0,within an hour,87%,0.0,10.0,14.0,34.08213,-118.36951,1.0,14,44,73,73,76,64,2,4.63,4.68,4.86,4.61,5.36,104.0,1.0,30,3357.0,491,0.4666666666666667,30.0
Entire rental unit,Entire home/apt,3,2.0,2.0,1.0,,,0.0,1.0,1.0,50.83754,4.34505,1.0,0,0,19,50,11,7,0,4.82,4.91,4.64,4.73,0.71,104.0,0.5,30,535.0,472,0.0,151.0
Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,within an hour,100%,1.0,1.0,1.0,45.44006,12.33859,1.0,0,1,4,53,214,44,5,5.0,5.0,4.99,4.99,3.23,202.0,2.0,41,3339.0,506,0.0,19.0
Private room in home,Private room,2,3.0,1.0,1.0,within an hour,97%,0.0,4.0,17.0,43.70732,-79.25847,1.0,30,60,90,364,0,0,0,,,,,,65.0,1.0,14,544.0,349,1.0,
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,0.0,1.0,1.0,41.40155,2.16798,1.0,29,59,89,364,0,0,0,,,,,,120.0,1.0,11,3160.0,146,0.9666666666666668,
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,80%,0.0,11.0,11.0,51.51662,-0.11859,1.0,14,44,74,343,4,4,0,4.75,4.5,4.75,4.5,0.52,380.0,2.0,24,522.0,500,0.4666666666666667,143.0
Entire home,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,1.0,1.0,1.0,48.43857,-123.49281,1.0,25,50,80,330,59,59,2,4.85,4.95,4.69,4.8,9.12,120.0,1.0,59,210.0,476,0.8333333333333334,26.0
Entire condo,Entire home/apt,6,2.0,2.0,3.0,within a few hours,95%,,31.0,40.0,25.98644,-80.12032,1.0,28,52,82,338,11,4,0,4.82,4.73,4.91,4.73,0.43,459.0,1.5,17,966.0,348,0.9333333333333332,144.0
Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,within an hour,100%,1.0,1.0,1.0,38.70373,-9.43264,1.0,12,20,28,127,28,9,2,4.86,4.75,4.64,4.75,0.45,64.0,2.0,48,3591.0,496,0.4,19.0
Entire condo,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,0.0,6.0,7.0,51.51485405606899,-0.1760615338684146,1.0,5,30,52,83,36,36,5,4.58,4.58,4.94,4.47,3.96,176.0,1.5,40,1213.0,376,0.1666666666666666,99.0
Entire villa,Entire home/apt,8,4.0,4.0,5.0,within an hour,100%,0.0,5.0,7.0,37.03502,25.25746,1.0,30,60,90,276,31,9,0,5.0,5.0,4.9,5.0,1.04,495.0,1.25,71,2959.0,0,1.0,154.0
Entire home,Entire home/apt,8,3.5,4.0,5.0,within an hour,100%,1.0,3.0,3.0,30.24781,-97.77916,1.0,12,36,66,156,66,26,5,4.97,4.98,4.97,4.91,1.76,284.0,1.25,75,3495.0,420,0.4,2.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,2.0,2.0,45.43223772739824,12.319712455343709,1.0,13,17,18,91,183,62,5,4.75,4.79,4.8,4.61,5.0,84.0,1.0,35,3264.0,342,0.4333333333333333,20.0
Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,within a few hours,100%,0.0,3.0,5.0,34.17059,-118.59913,1.0,30,60,90,365,0,0,0,,,,,,179.0,1.5,50,1128.0,133,1.0,
Entire condo,Entire home/apt,3,1.0,1.0,2.0,within an hour,100%,0.0,8.0,22.0,51.42949,-0.19134,1.0,17,47,67,91,35,7,0,4.51,4.86,4.66,4.54,1.09,134.0,2.0,44,1859.0,499,0.5666666666666667,130.0
Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,within an hour,100%,1.0,7.0,15.0,32.7426065,-117.1789649,1.0,24,54,84,268,0,0,0,,,,,,144.0,1.5,12,3427.0,268,0.8,
Entire serviced apartment,Entire home/apt,3,1.0,0.0,2.0,within an hour,100%,1.0,8.0,8.0,37.08902,25.15921,1.0,20,50,80,353,103,26,0,4.9,4.92,4.8,4.83,0.89,51.0,,43,3926.0,367,0.6666666666666666,153.0
Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,within an hour,100%,1.0,8.0,8.0,41.82372,-71.42953,1.0,22,52,82,82,133,5,0,4.76,4.78,4.86,4.66,1.77,144.0,1.5,32,2803.0,318,0.7333333333333333,124.0
Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,,,0.0,1.0,1.0,40.14335,18.49254,1.0,30,60,90,365,12,0,0,5.0,5.0,5.0,4.83,0.15,165.0,1.5,31,2516.0,501,1.0,538.0
Entire vacation home,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,0.0,1.0,1.0,37.141636,24.511948,1.0,0,0,0,81,26,12,0,4.54,4.31,4.77,4.35,0.87,100.0,1.5,21,1134.0,376,0.0,159.0
Entire condo,Entire home/apt,4,1.0,1.0,3.0,within an hour,98%,0.0,15.0,15.0,36.11245,-115.18718,1.0,21,44,64,151,90,12,1,4.69,4.72,4.84,4.59,1.3,96.0,3.0,55,3600.0,149,0.7,16.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,0.0,37.0,49.0,-37.9015982,145.0473071,1.0,9,39,52,68,26,21,2,4.85,4.77,4.77,4.73,1.82,194.0,1.0,55,609.0,285,0.3,23.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,,,0.0,1.0,1.0,43.76804,11.25172,1.0,13,17,26,234,143,4,0,4.59,4.72,4.92,4.54,0.92,149.0,2.0,30,4700.0,192,0.4333333333333333,178.0
Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,within an hour,100%,0.0,2.0,2.0,56.95886,24.14073,1.0,12,42,67,240,16,16,3,4.69,4.81,4.69,4.75,2.13,24.0,1.0,36,393.0,337,0.4,77.0
Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,,,0.0,1.0,1.0,48.8835715386154,2.3518666379859794,1.0,9,9,15,53,3,3,0,5.0,4.67,4.33,4.67,0.26,170.0,1.0,37,1750.0,502,0.3,341.0
Entire home,Entire home/apt,6,3.5,3.0,3.0,within an hour,100%,1.0,2.0,3.0,38.9502,-9.41172,1.0,22,52,82,184,34,12,0,5.0,4.76,5.0,4.91,0.52,107.0,1.0,55,3463.0,524,0.7333333333333333,110.0
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,within an hour,89%,0.0,10.0,12.0,43.77992,11.24265,1.0,0,0,0,0,0,0,0,,,,,,101.0,1.0,11,1291.0,0,0.0,
Entire home,Entire home/apt,3,2.0,1.0,1.0,within an hour,100%,1.0,1.0,1.0,35.47613,23.73287,1.0,0,0,0,242,82,12,0,5.0,5.0,4.94,4.87,1.22,130.0,1.0,25,2133.0,268,0.0,172.0
Entire vacation home,Entire home/apt,4,1.0,2.0,2.0,within an hour,100%,0.0,1.0,1.0,41.01505,16.70522,1.0,29,57,57,119,2,2,0,5.0,5.0,5.0,5.0,0.32,39.0,1.0,44,3109.0,496,0.9666666666666668,121.0
Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,within an hour,100%,1.0,7.0,7.0,40.41088453498114,-3.703417171663512,1.0,17,30,46,215,22,10,0,4.95,5.0,4.91,4.91,1.44,188.0,1.0,55,1844.0,528,0.5666666666666667,47.0
Entire condo,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,2.0,2.0,50.83282,4.37344,1.0,0,0,0,163,9,9,0,5.0,5.0,4.78,4.78,1.16,75.0,1.0,21,3991.0,478,0.0,102.0
Entire condo,Entire home/apt,2,1.0,0.0,1.0,,,0.0,1.0,1.0,48.87090364180267,2.281521088831165,1.0,6,31,31,158,19,8,0,4.42,4.47,4.95,4.26,0.64,100.0,,31,2713.0,155,0.2,243.0
Entire home,Entire home/apt,7,2.0,3.0,4.0,within an hour,100%,1.0,1.0,1.0,33.9934255,-118.4434418,1.0,3,14,31,260,93,39,2,4.99,4.95,4.86,4.75,3.29,495.0,1.3333333333333333,62,3851.0,299,0.1,29.0
Room in hotel,Private room,10,2.0,2.0,6.0,within an hour,100%,1.0,64.0,68.0,29.95066,-90.06812,1.0,16,43,70,339,74,21,1,4.85,4.88,4.95,4.78,1.64,266.0,3.0,54,3270.0,534,0.5333333333333333,25.0
Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,within an hour,100%,1.0,31.0,32.0,41.82922,-87.62189,1.0,27,57,87,292,4,2,0,4.75,4.5,4.5,4.5,0.32,111.0,1.0,46,487.0,403,0.9,89.0
Entire home,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,1.0,4.0,5.0,40.95079,17.30048,1.0,0,0,8,230,50,33,0,4.9,4.94,4.9,4.74,2.68,92.0,1.0,3,3937.0,455,0.0,139.0
Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,within an hour,100%,0.0,1.0,1.0,48.8903015,2.3355179,1.0,20,50,73,300,9,9,0,5.0,5.0,5.0,4.89,1.04,111.0,0.0,34,422.0,364,0.6666666666666666,129.0
Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,,,0.0,2.0,2.0,42.08036,3.0946,1.0,23,52,52,52,78,0,0,4.91,4.92,4.82,4.88,0.97,88.0,1.0,32,3036.0,293,0.7666666666666667,1168.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,within an hour,100%,0.0,11.0,14.0,-37.810306,144.9566408,1.0,4,14,36,282,34,27,1,4.53,4.47,4.74,4.41,2.42,118.0,1.0,9,3192.0,476,0.1333333333333333,40.0
Entire condo,Entire home/apt,5,1.0,2.0,2.0,within a day,100%,0.0,1.0,1.0,45.76656352807319,9.559679899444577,1.0,29,59,89,89,9,0,0,4.33,3.89,4.56,4.33,0.32,58.0,1.0,33,2330.0,306,0.9666666666666668,538.0
Entire rental unit,Entire home/apt,8,1.0,2.0,5.0,within an hour,100%,,142.0,202.0,48.85201,2.37281,1.0,14,40,70,278,75,5,0,4.75,4.79,4.85,4.49,1.12,293.0,2.5,37,2296.0,506,0.4666666666666667,228.0
Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,,,1.0,8.0,12.0,35.197810970126675,24.40275477790984,1.0,0,0,0,46,5,3,0,5.0,5.0,5.0,5.0,0.31,200.0,,35,2519.0,467,0.0,135.0
Room in boutique hotel,Private room,2,0.0,0.0,1.0,within an hour,100%,0.0,10.0,10.0,41.38297,2.16273,1.0,2,14,20,273,35,0,0,4.6,4.83,4.8,4.71,0.5,149.0,,15,2103.0,0,0.0666666666666666,897.0
Private room in townhouse,Private room,2,1.5,1.0,1.0,within an hour,100%,1.0,2.0,3.0,45.51999,-122.54258,1.0,1,31,61,336,6,2,0,4.33,4.33,4.67,4.17,0.15,26.0,1.0,52,2036.0,424,0.0333333333333333,50.0
Entire home,Entire home/apt,4,1.0,2.0,3.0,within an hour,100%,0.0,53.0,82.0,42.1175313,3.134883,1.0,0,0,0,135,2,2,0,4.5,4.5,5.0,4.0,0.46,69.0,1.5,28,3746.0,0,0.0,139.0
Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,within an hour,100%,1.0,1.0,1.0,45.76283,9.80102,1.0,25,55,85,208,13,13,0,5.0,5.0,4.69,4.92,1.66,89.0,1.0,21,3311.0,498,0.8333333333333334,158.0
Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,1.0,1.0,1.0,48.15267,11.56491,1.0,8,29,50,245,431,61,4,4.91,4.92,4.93,4.75,3.74,169.0,2.0,41,4953.0,279,0.2666666666666666,84.0
Private room in condo,Private room,2,1.0,1.0,1.0,within an hour,100%,1.0,5.0,5.0,45.68834,9.6725,1.0,24,51,54,54,623,96,0,4.64,4.61,4.62,4.64,7.59,47.0,1.0,39,2586.0,476,0.8,104.0
Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,,,1.0,2.0,2.0,45.54584,9.64723,1.0,0,0,0,224,21,3,0,4.76,4.76,4.38,4.62,0.38,40.0,1.0,36,2007.0,64,0.0,301.0
Private room in rental unit,Private room,3,1.0,1.0,3.0,a few days or more,10%,0.0,2.0,4.0,45.44005262575994,12.335925561695628,1.0,17,40,62,333,6,6,0,4.5,4.5,5.0,5.0,1.82,90.0,3.0,18,116.0,66,0.5666666666666667,54.0
Entire vacation home,Entire home/apt,3,1.0,1.0,2.0,a few days or more,0%,1.0,1.0,2.0,40.65716,17.62075,1.0,14,44,67,342,27,8,0,4.93,4.78,4.81,4.85,0.92,44.0,2.0,45,3396.0,308,0.4666666666666667,173.0
Entire condo,Entire home/apt,4,1.0,1.0,2.0,within an hour,100%,0.0,32.0,40.0,21.276927,-157.823993,1.0,29,59,89,364,1,1,0,4.0,3.0,5.0,4.0,0.11,183.0,2.0,23,1662.0,475,0.9666666666666668,272.0
